tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
9.1,7.0,11.0,8.1,,214.0,15.7,,997.4,
9.3,6.0,12.0,4.1,,206.0,17.0,,1010.8,
14.5,11.2,19.5,2.0,,216.0,24.7,,1012.8,
13.0,11.0,16.0,0.0,,219.0,20.3,,1016.6,
12.5,10.0,16.0,0.0,,212.0,21.5,,1015.2,
13.4,9.0,18.0,0.0,,205.0,18.8,,1014.2,
10.8,9.0,14.0,2.0,,235.0,30.3,,1012.9,
9.4,6.5,12.7,0.0,,327.0,17.9,,1025.6,
6.8,3.0,11.0,0.0,,91.0,9.7,,1032.6,
8.5,3.0,14.0,0.0,,232.0,9.8,,1021.9,
10.5,7.0,14.0,0.0,,229.0,15.3,,1016.0,
14.6,10.0,20.0,0.0,,257.0,15.1,,1019.3,
15.1,11.0,19.0,0.0,,229.0,13.8,,1023.6,
16.1,12.0,22.0,0.3,,239.0,14.7,,1020.9,
9.8,7.0,14.0,0.0,,335.0,12.6,,1015.4,
6.9,5.0,9.0,1.0,,5.0,12.8,,1015.3,
7.8,3.0,11.0,2.5,,237.0,13.6,,1017.0,
9.8,6.5,13.1,0.0,,282.0,18.6,,1016.4,
9.3,6.0,13.0,0.0,,32.0,12.2,,1024.6,
9.1,3.0,15.0,0.0,,51.0,9.9,,1024.5,
11.1,4.9,17.3,0.0,,52.0,11.8,,1022.8,
13.0,6.0,20.0,0.0,,274.0,11.0,,1019.9,
12.0,6.7,17.0,0.0,,251.0,20.8,,1017.2,
13.6,8.0,18.0,1.0,,255.0,9.0,,1021.7,
16.2,12.0,20.0,0.0,,231.0,6.8,,1020.0,
14.5,9.0,18.0,0.0,,97.0,10.0,,1016.4,
13.6,10.0,17.0,0.5,,202.0,17.5,,1007.2,
11.0,8.0,14.0,0.5,,213.0,27.1,,1008.2,
13.0,10.0,18.0,0.0,,234.0,26.1,,1010.0,
9.4,6.3,13.7,1.8,,251.0,19.1,,1010.8,
10.4,6.0,15.0,2.3,,245.0,21.8,,1014.5,
11.9,8.0,14.0,0.5,,248.0,26.4,,1011.6,
9.2,8.0,11.0,0.0,,201.0,18.2,,1003.4,
9.3,7.0,14.0,7.6,,215.0,22.5,,993.8,
9.2,2.0,16.5,0.5,,187.0,6.8,,999.8,
9.7,8.0,11.0,0.3,,45.0,10.3,,1006.0,
11.8,10.0,15.0,0.0,,326.0,10.9,,1008.1,
13.1,9.0,17.0,0.0,,35.0,9.2,,1011.3,
13.8,12.0,17.0,0.3,,343.0,13.2,,1011.6,
12.6,11.0,16.0,0.0,,349.0,13.6,,1015.8,
11.3,10.0,14.0,0.5,,329.0,13.3,,1018.7,
8.2,7.0,10.0,0.0,,308.0,18.1,,1013.8,
7.3,6.0,9.0,0.3,,286.0,19.8,,1009.4,
10.0,6.0,14.0,5.1,,345.0,11.7,,1020.6,
13.3,7.0,19.0,0.0,,299.0,10.9,,1018.5,
13.1,8.0,17.0,0.0,,219.0,17.6,,1009.0,
10.8,9.8,12.0,2.3,,157.0,8.1,,1000.5,
10.8,9.0,12.0,14.0,,285.0,11.6,,1004.4,
12.1,11.0,13.0,3.3,,336.0,11.5,,1010.6,
15.4,11.2,20.9,0.5,,353.0,14.4,,1018.1,
13.8,11.0,17.0,0.0,,342.0,12.1,,1023.1,
13.7,10.0,17.0,0.0,,344.0,12.1,,1028.7,
12.5,9.0,16.0,0.0,,55.0,11.7,,1031.5,
13.6,7.0,19.0,0.0,,49.0,13.8,,1027.2,
13.1,9.0,20.0,0.0,,61.0,13.6,,1021.6,
14.9,8.4,21.9,0.0,,63.0,18.4,,,
15.1,9.5,20.1,0.5,,62.0,18.5,,1023.1,
12.6,9.0,16.0,0.5,,44.0,15.9,,1021.7,
12.0,10.0,14.0,0.0,,45.0,14.7,,,
12.0,10.0,14.0,0.0,,93.0,10.1,,1015.7,
13.8,8.0,17.0,0.0,,150.0,12.9,,1013.7,
15.8,14.0,17.0,0.0,,204.0,20.3,,1011.0,
14.5,12.4,16.8,2.3,,243.0,28.3,,1010.8,
14.0,8.6,19.2,0.0,,215.0,16.7,,1015.9,
14.2,12.0,17.0,1.0,,223.0,23.2,,1008.3,
14.4,12.0,17.0,3.0,,219.0,13.3,,1013.5,
16.0,12.0,20.0,0.3,,74.0,17.4,,1014.2,
17.2,13.0,21.0,0.0,,125.0,9.6,,,
20.1,16.0,26.0,0.0,,341.0,8.5,,1014.7,
18.5,16.2,21.0,0.0,,118.0,12.9,,1012.0,
17.2,15.0,21.0,0.0,,249.0,14.4,,1009.9,
14.3,11.6,16.6,1.3,,226.0,23.9,,1006.7,
14.5,11.8,16.7,0.5,,268.0,26.5,,1009.2,
13.8,12.0,16.0,0.3,,300.0,17.7,,1021.9,
15.4,11.0,19.0,0.0,,316.0,7.6,,1028.7,
16.6,12.0,21.0,0.0,,308.0,10.2,,1030.0,
15.5,13.0,19.0,0.0,,320.0,10.5,,1026.6,
16.2,13.0,20.0,1.0,,269.0,14.0,,1019.8,
17.2,13.0,21.0,1.3,,326.0,13.6,,1022.5,
21.0,16.0,26.0,0.0,,256.0,19.4,,1021.7,
17.5,14.0,21.0,0.0,,250.0,18.7,,1017.1,
15.5,13.0,18.0,0.0,,203.0,13.3,,1011.5,
17.1,15.0,20.0,1.3,,256.0,16.6,,1008.3,
18.5,13.0,24.0,0.0,,244.0,16.9,,1019.3,
19.5,15.0,24.0,0.0,,211.0,8.3,,1028.4,
19.8,13.0,26.0,0.0,,140.0,9.0,,1029.4,
21.3,16.0,27.0,0.0,,58.0,10.1,,1031.5,
20.0,14.0,25.0,0.0,,52.0,13.7,,1032.7,
18.5,12.0,26.0,0.0,,47.0,12.2,,1028.5,
17.8,13.0,23.0,0.0,,42.0,13.6,,1025.7,
15.3,12.0,21.0,0.0,,52.0,13.8,,1025.6,
17.1,12.0,24.0,0.0,,53.0,8.9,,1025.1,
21.8,15.0,29.0,0.0,,351.0,7.0,,1023.9,
23.3,19.0,28.0,0.0,,334.0,9.2,,1023.7,
23.8,18.0,30.0,0.0,,346.0,7.0,,1023.2,
23.8,18.0,30.0,0.0,,319.0,6.1,,1022.7,
24.2,19.0,30.0,0.0,,194.0,10.0,,1023.7,
21.6,18.0,27.0,0.0,,67.0,13.6,,1026.1,
21.2,15.0,27.0,0.0,,80.0,16.6,,1025.2,
19.8,16.4,23.0,0.0,,70.0,19.5,,1023.5,
20.8,16.7,27.1,0.0,,82.0,15.3,,1019.8,
24.2,17.0,33.0,0.5,,125.0,10.3,,1015.9,
23.2,19.5,28.9,0.3,,177.0,10.1,,1013.2,
21.3,16.0,26.0,0.5,,230.0,15.4,,1014.2,
21.2,17.0,25.0,8.6,,216.0,11.9,,1012.8,
20.1,13.3,26.3,0.0,,236.0,7.3,,1012.4,
21.6,18.0,28.0,0.0,,227.0,9.4,,1006.9,
20.2,16.0,24.0,6.1,,212.0,21.0,,1006.5,
20.0,17.0,23.0,2.8,,213.0,20.4,,1011.1,
17.4,14.6,21.7,1.0,,227.0,13.7,,1013.4,
20.4,18.0,25.0,4.3,,222.0,17.9,,1015.2,
25.7,17.0,33.0,0.0,,172.0,13.6,,1009.4,
21.8,18.0,26.0,0.0,,214.0,15.9,,1008.6,
18.8,14.8,23.6,3.3,,229.0,18.3,,1014.6,
19.5,16.0,23.0,0.0,,211.0,18.0,,1018.8,
19.8,18.0,23.0,0.0,,200.0,14.9,,1012.2,
16.8,10.5,21.9,11.7,,299.0,7.8,,1015.7,
18.7,16.0,21.0,0.3,,52.0,11.9,,1014.4,
18.9,14.0,25.0,0.0,,291.0,8.6,,1019.2,
18.8,15.5,23.3,0.3,,267.0,16.2,,1018.8,
17.3,12.0,21.8,0.5,,286.0,11.3,,1022.0,
18.4,15.8,22.1,0.0,,269.0,15.8,,1018.1,
18.1,15.0,21.0,0.0,,269.0,17.2,,1017.0,
17.0,13.0,21.0,0.0,,282.0,17.3,,1021.7,
18.0,13.0,23.0,0.5,,241.0,12.7,,1022.8,
20.6,17.0,25.0,1.0,,230.0,18.1,,1018.6,
19.3,18.0,22.0,1.0,,219.0,16.1,,1014.9,
16.7,13.5,20.1,1.0,,231.0,17.8,,1012.4,
18.9,15.5,23.5,0.0,,250.0,17.1,,1009.4,
18.7,14.0,22.0,0.0,,294.0,15.4,,1019.5,
17.4,9.9,23.9,0.0,,250.0,6.1,,1027.4,
20.5,15.0,27.0,0.0,,240.0,11.4,,1023.8,
18.8,17.0,20.0,2.3,,152.0,8.3,,,
20.5,17.0,25.0,0.5,,95.0,16.3,,1014.8,
18.2,16.0,20.0,0.0,,324.0,13.2,,1010.9,
18.0,14.0,22.0,9.9,,25.0,14.7,,1013.1,
20.0,17.0,25.0,0.8,,44.0,12.4,,,
18.0,13.0,23.0,0.0,,0.0,7.4,,1018.7,
18.1,13.0,23.0,0.0,,359.0,6.0,,1022.3,
20.0,16.0,24.0,0.0,,250.0,13.6,,1021.8,
20.6,17.0,25.0,0.0,,250.0,17.9,,1019.6,
16.3,12.2,19.9,0.0,,340.0,14.0,,1025.2,
14.7,8.3,21.8,0.0,,274.0,12.2,,1029.5,
19.3,13.0,25.0,0.0,,279.0,15.5,,1027.1,
20.9,16.0,25.0,0.0,,259.0,5.1,,1027.1,
20.3,16.0,26.0,0.0,,127.0,10.9,,1021.1,
22.2,17.0,29.0,0.0,,330.0,6.8,,1011.4,
16.8,14.0,20.0,0.0,,266.0,11.8,,1008.4,
15.3,12.0,18.0,1.3,,188.0,15.5,,1013.6,
14.0,12.0,17.0,0.3,,196.0,12.6,,1017.9,
10.8,7.0,13.0,3.3,,50.0,6.9,,1016.6,
13.5,11.0,17.0,3.3,,310.0,17.9,,1020.2,
13.8,12.1,16.3,0.0,,328.0,15.7,,1021.2,
15.0,12.3,19.2,2.3,,258.0,6.3,,1019.3,
16.9,,19.6,2.0,,,,,,
11.3,8.4,13.8,29.7,,342.0,13.7,,1015.8,
13.0,9.0,16.0,0.3,,241.0,20.2,,1010.2,
12.3,9.0,15.0,1.8,,264.0,23.7,,1002.9,
11.8,9.0,14.0,0.3,,244.0,16.1,,1000.2,
13.6,11.0,16.0,4.6,,312.0,15.5,,1003.5,
13.5,9.0,17.0,0.0,,245.0,17.2,,1010.3,
14.9,12.0,18.0,0.3,,274.0,11.7,,1017.8,
15.6,12.0,19.0,0.0,,227.0,11.3,,1024.2,
17.7,16.0,19.0,0.0,,,10.0,,1027.7,
16.6,15.0,20.0,0.0,,,6.0,,1025.0,
15.4,11.0,21.0,0.3,,36.0,8.3,,1016.7,
17.5,14.0,22.0,0.0,,47.0,6.9,,1011.9,
15.8,13.0,19.0,0.0,,80.0,14.4,,1016.5,
14.0,12.0,17.0,0.0,,77.0,15.4,,1016.3,
14.8,11.6,19.0,0.0,,85.0,17.0,,1010.0,
15.3,13.4,18.5,0.5,,82.0,19.9,,1007.0,
15.8,14.0,19.0,0.0,,80.0,15.8,,1006.8,
14.3,10.9,17.4,0.0,,96.0,15.5,,1009.0,
16.4,14.0,20.2,0.0,,133.0,14.9,,1010.4,
15.7,12.0,18.7,0.0,,118.0,12.1,,1008.8,
18.3,16.0,20.0,1.5,,203.0,17.9,,1008.8,
15.0,12.5,18.5,0.0,,291.0,6.0,,1019.8,
12.4,6.0,19.5,0.0,,269.0,4.6,,1025.6,
15.5,12.0,20.0,0.3,,236.0,10.7,,1025.5,
17.3,15.0,20.0,0.0,,248.0,14.2,,1024.8,
14.8,10.0,17.0,0.0,,283.0,17.5,,1020.1,
10.3,9.0,12.0,0.0,,320.0,22.9,,1018.7,
11.8,9.0,14.0,1.3,,7.0,20.8,,1018.0,
11.7,9.4,13.6,5.1,,53.0,14.9,,1018.3,
11.0,10.0,12.0,0.0,,270.0,17.8,,1010.9,
10.5,10.0,12.0,11.2,,237.0,16.2,,1007.3,
9.7,7.8,13.1,2.3,,299.0,10.2,,1010.5,
11.6,8.0,16.0,0.3,,184.0,13.4,,1010.4,
15.2,13.0,18.0,4.6,,248.0,17.9,,1013.2,
14.0,11.0,18.0,0.3,,152.0,12.3,,1014.1,
15.5,14.0,18.0,0.8,,178.0,12.1,,1005.4,
15.1,13.0,18.0,0.5,,201.0,17.2,,1005.1,
16.5,14.0,18.0,12.2,,197.0,17.7,,1005.7,
17.6,17.0,19.0,0.5,,178.0,16.9,,997.3,
15.5,12.0,18.0,7.1,,227.0,24.4,,998.4,
12.8,9.0,18.0,0.5,,132.0,11.7,,1013.4,
16.1,13.0,19.0,0.5,,177.0,20.0,,1005.1,
16.1,15.0,18.0,0.0,,214.0,23.8,,1004.3,
14.7,13.0,17.0,0.0,,224.0,28.0,,996.4,
13.5,10.0,17.0,0.0,,232.0,32.4,,992.5,
8.7,5.9,12.3,,,263.0,17.1,,1010.5,
10.9,7.0,14.0,0.0,,225.0,16.0,,1020.0,
13.0,12.0,14.0,0.5,,221.0,16.8,,1016.4,
13.3,12.0,15.0,0.5,,204.0,13.4,,1008.8,
12.5,11.0,16.0,0.5,,243.0,19.5,,998.5,
8.9,7.0,12.0,0.0,,245.0,25.3,,998.5,
7.0,3.9,9.9,14.7,,323.0,18.1,,991.8,
9.8,6.0,13.0,5.1,,252.0,19.7,,994.7,
12.6,10.0,16.0,1.8,,232.0,18.5,,999.4,
9.9,6.0,14.5,3.3,,254.0,10.0,,1006.4,
6.1,1.5,10.7,0.0,,214.0,7.7,,1005.5,
6.8,5.0,8.0,8.6,,240.0,11.6,,1006.0,
7.4,5.0,10.0,5.8,,315.0,12.4,,1015.9,
8.6,-0.1,12.8,1.0,,182.0,11.2,,1022.4,
9.6,3.4,12.8,1.8,,311.0,10.0,,1026.2,
7.5,4.0,11.0,1.0,,242.0,11.7,,1032.0,
9.0,7.0,10.0,0.5,,289.0,21.0,,1023.9,
6.9,5.0,10.0,0.0,,349.0,10.6,,1032.9,
6.7,3.0,9.0,0.0,,294.0,8.5,,1031.9,
9.2,8.0,10.0,0.0,,20.0,4.2,,1024.3,
9.1,8.0,10.0,0.5,,297.0,9.0,,1011.0,
4.9,2.0,8.0,0.3,,310.0,14.6,,1014.0,
2.4,-2.4,6.6,0.0,,279.0,13.9,,1004.0,
5.7,3.0,9.0,4.3,,7.0,16.9,,1004.6,
5.8,4.0,8.0,0.0,,1.0,14.3,,1018.0,
6.0,4.0,8.0,0.0,,7.0,11.4,,1024.4,
7.1,5.0,9.0,0.0,,356.0,13.1,,1030.7,
6.1,5.0,8.0,0.0,,350.0,12.9,,1037.8,
4.5,-0.2,7.2,0.0,,318.0,8.1,,1038.9,
8.7,6.0,11.0,0.3,,298.0,7.6,,1034.0,
8.4,7.5,9.8,0.0,,325.0,6.3,,1034.7,
9.3,8.0,11.0,0.0,,272.0,19.9,,1026.8,
7.3,6.0,9.0,0.3,,325.0,15.6,,1027.6,
6.9,4.0,10.0,0.0,,335.0,8.5,,1033.0,
8.3,7.0,10.0,0.0,,50.0,5.9,,1034.0,
5.9,,,0.0,,,,,,
7.1,4.0,9.0,0.0,,270.0,15.1,,1029.3,
6.8,3.0,11.0,0.0,,259.0,28.0,,1023.8,
5.6,1.9,8.0,0.5,,281.0,13.6,,1027.8,
7.2,5.8,8.7,0.0,,259.0,13.3,,1026.6,
9.2,6.0,12.0,0.0,,246.0,19.3,,1025.3,
8.9,6.0,12.0,0.0,,226.0,14.2,,1028.8,
6.2,3.0,10.0,0.5,,158.0,6.5,,1031.3,
1.1,-1.4,3.6,0.5,,,2.6,,1029.5,
6.5,2.0,10.0,0.0,,,5.2,,1024.8,
10.8,8.0,12.0,0.3,,202.0,12.5,,1019.5,
9.2,5.0,12.0,2.0,,228.0,21.5,,1022.2,
11.8,10.0,13.0,1.3,,211.0,21.3,,1018.9,
12.0,9.0,13.0,8.9,,231.0,22.9,,1016.4,
5.6,4.0,6.7,13.0,,46.0,6.8,,1021.7,
9.2,6.0,11.0,2.5,,204.0,20.9,,1007.5,
6.3,3.3,9.2,7.9,,237.0,14.5,,1002.0,
7.7,4.0,11.0,3.8,,226.0,21.4,,1018.5,
10.6,9.4,11.8,2.3,,219.0,31.0,,1012.2,
9.1,6.0,11.0,6.6,,239.0,24.8,,1009.6,
10.0,6.0,13.0,0.0,,199.0,30.6,,998.1,
9.4,6.0,12.0,26.9,,212.0,25.3,,979.3,
5.6,4.0,7.0,5.8,,192.0,11.7,,984.5,
5.1,3.0,8.0,1.8,,223.0,11.5,,995.0,
9.9,8.0,12.0,2.3,,215.0,28.2,,986.5,
6.9,4.0,9.0,0.0,,230.0,12.8,,997.4,
5.2,2.0,8.0,0.0,,227.0,14.3,,1014.8,
9.6,8.0,11.0,0.3,,202.0,24.2,,1010.5,
8.7,7.0,11.0,5.6,,185.0,17.9,,1004.0,
8.7,6.0,10.8,5.3,,194.0,25.2,,993.0,
9.7,7.0,11.0,13.7,,219.0,19.4,,993.1,
9.7,8.0,11.0,2.5,,218.0,27.1,,994.1,
8.7,5.0,10.0,7.6,,210.0,20.8,,993.5,
7.0,4.0,12.0,9.9,,210.0,16.8,,999.8,
12.1,10.0,13.0,8.9,,219.0,30.4,,994.2,
10.2,8.9,11.6,10.2,,223.0,24.7,,1002.9,
9.2,6.6,11.2,5.3,,207.0,14.1,,,
9.5,6.0,13.0,3.6,,246.0,27.1,,1006.2,
7.7,5.0,11.0,0.0,,227.0,15.7,,1014.2,
7.3,3.0,9.0,1.8,,272.0,13.8,,1018.5,
4.8,1.0,10.0,0.0,,118.0,10.8,,1016.5,
8.2,7.0,10.0,2.3,,212.0,15.1,,1004.9,
4.4,1.2,6.9,5.1,,246.0,10.5,,1004.3,
9.4,5.9,10.8,4.6,,200.0,14.4,,998.3,
9.8,9.0,11.0,2.8,,194.0,17.5,,990.2,
8.0,7.0,9.0,10.9,,198.0,17.8,,990.5,
8.9,8.0,10.0,7.1,,137.0,15.6,,991.4,
7.8,6.0,9.0,0.8,,195.0,10.9,,995.4,
2.3,-2.1,8.5,0.0,,14.0,2.1,,1007.7,
4.5,2.0,9.0,0.3,,162.0,8.4,,1010.0,
8.2,6.0,10.0,8.6,,222.0,11.9,,1006.6,
6.7,5.0,9.0,0.3,,263.0,20.4,,1012.4,
6.2,4.0,8.0,1.5,,164.0,11.8,,1013.8,
8.1,5.5,11.8,5.6,,247.0,18.1,,1012.4,
6.7,4.0,10.0,1.8,,231.0,20.8,,1001.9,
5.6,3.0,8.0,5.1,,238.0,21.5,,989.7,
6.4,5.0,9.6,1.8,,186.0,17.7,,985.0,
5.2,4.0,6.0,1.5,,96.0,18.7,,994.0,
4.2,3.2,5.7,19.1,,55.0,9.0,,1001.8,
5.1,2.1,8.8,0.3,,178.0,15.1,,998.2,
8.0,6.0,10.0,19.8,,216.0,25.5,,989.7,
8.1,7.0,10.0,0.0,,220.0,18.7,,1005.2,
6.1,4.3,8.1,0.0,,144.0,19.3,,1003.7,
6.8,4.0,8.8,0.0,,181.0,21.8,,996.6,
8.5,6.0,11.0,11.2,,191.0,30.2,,981.7,
8.5,6.0,11.0,1.5,,194.0,20.8,,989.6,
8.4,5.0,11.0,19.1,,226.0,20.9,,988.7,
7.8,6.6,9.3,5.8,,210.0,29.5,,978.8,
6.5,4.0,7.9,2.3,,236.0,30.1,,984.4,
6.2,5.0,9.0,0.0,,206.0,13.1,,992.9,
6.3,4.0,9.0,1.5,,228.0,21.8,,996.4,
6.9,4.0,9.0,2.3,,213.0,26.8,,993.9,
6.4,5.0,8.0,8.1,,237.0,23.8,,992.3,
7.9,4.0,13.0,0.0,,188.0,25.7,,989.9,
8.4,5.2,10.8,10.2,,245.0,36.4,,988.3,
6.8,4.0,10.0,0.5,,237.0,15.1,,1006.6,
8.5,5.0,11.0,0.0,,170.0,13.6,,1007.6,
9.1,7.0,11.0,2.3,,201.0,13.1,,1008.5,
8.4,6.0,11.0,5.8,,233.0,15.1,,1011.5,
9.5,5.7,13.0,0.0,,224.0,19.8,,1001.3,
7.6,5.0,11.0,1.5,,238.0,21.6,,1003.3,
8.6,6.0,12.0,0.0,,233.0,20.4,,1008.9,
10.3,8.6,12.0,0.0,,205.0,26.9,,1010.0,
11.3,9.0,14.0,0.0,,178.0,19.3,,1004.9,
9.8,8.0,12.0,3.3,,203.0,20.9,,1000.3,
8.4,6.0,12.0,2.5,,230.0,15.1,,1012.6,
8.4,5.0,11.0,1.8,,224.0,20.1,,1006.8,
5.6,4.0,7.0,3.3,,58.0,16.1,,999.0,
6.0,4.0,8.0,6.1,,313.0,9.6,,1002.5,
7.5,4.0,11.0,0.0,,191.0,18.5,,994.0,
5.6,2.8,8.7,7.1,,187.0,9.7,,985.9,
6.8,3.0,10.0,1.0,,265.0,10.8,,1003.4,
8.3,4.0,13.0,0.0,,237.0,10.7,,1020.0,
9.8,7.0,14.0,0.3,,210.0,14.5,,1024.2,
11.3,8.0,16.0,0.0,,234.0,14.1,,1023.0,
12.0,8.0,16.0,0.0,,153.0,17.1,,1025.2,
13.8,9.0,20.0,0.0,,167.0,10.4,,1022.3,
7.0,1.7,11.7,0.0,,,15.4,,1028.2,
7.9,5.9,11.1,0.0,,61.0,16.9,,1033.6,
7.5,1.3,15.1,0.0,,36.0,9.1,,1032.3,
9.8,6.0,17.0,0.3,,1.0,6.1,,1030.0,
9.8,4.0,17.0,0.0,,293.0,11.9,,1027.7,
12.4,9.0,17.0,0.0,,284.0,22.2,,1026.4,
13.6,9.0,19.0,0.0,,264.0,19.5,,1023.6,
11.0,8.0,14.0,0.0,,255.0,15.7,,1021.6,
11.1,9.0,14.0,0.0,,257.0,25.0,,1016.8,
11.3,8.0,16.0,0.0,,235.0,19.4,,1022.0,
10.2,7.4,13.3,0.0,,226.0,24.1,,1009.8,
9.6,8.0,12.0,2.5,,236.0,21.3,,1005.4,
7.2,4.2,11.8,6.1,,231.0,22.4,,,
6.6,3.0,10.0,0.0,,289.0,18.0,,1007.5,
6.8,2.0,11.0,0.0,,163.0,11.8,,1012.6,
7.6,6.0,9.0,2.3,,99.0,16.3,,1008.9,
5.1,3.0,9.0,4.6,,13.0,10.2,,1017.4,
6.6,3.0,11.0,2.0,,65.0,12.0,,1012.9,
8.1,4.0,12.0,0.0,,73.0,14.2,,1014.8,
12.9,7.7,19.2,0.0,,110.0,18.0,,1014.2,
13.6,6.8,19.8,0.0,,,,,,
13.5,11.0,17.0,0.0,,100.0,9.4,,1012.7,
13.8,9.0,19.0,1.5,,354.0,6.0,,1010.4,
14.0,10.4,18.9,0.0,,94.0,14.1,,1004.0,
13.6,11.0,18.0,0.0,,97.0,12.7,,1000.1,
13.4,12.0,15.0,0.0,,259.0,15.6,,1007.4,
12.4,8.0,16.0,0.0,,215.0,15.9,,1013.4,
14.3,13.0,16.0,1.5,,219.0,21.8,,1012.7,
13.8,11.0,15.0,2.5,,210.0,20.4,,1008.8,
10.3,7.0,13.0,4.3,,269.0,26.4,,1017.7,
11.8,6.0,17.0,0.0,,248.0,15.2,,1025.6,
12.5,8.0,16.0,0.0,,285.0,10.9,,1022.6,
13.0,10.0,16.0,0.0,,351.0,10.7,,1021.6,
11.7,9.0,15.0,0.0,,257.0,17.5,,1019.2,
12.6,10.0,16.0,0.0,,274.0,17.3,,1021.5,
10.6,6.0,15.1,0.0,,334.0,16.1,,1024.4,
8.7,2.3,14.1,0.0,,75.0,11.8,,1029.9,
10.5,5.0,16.0,0.0,,136.0,11.1,,1027.7,
12.8,9.0,17.0,0.0,,271.0,16.0,,1020.3,
9.9,7.0,12.0,0.0,,8.0,15.7,,1020.6,
8.5,3.1,13.3,0.0,,63.0,16.6,,1018.4,
10.6,8.0,13.0,0.0,,54.0,14.9,,1007.2,
11.0,3.6,18.2,8.9,,352.0,7.3,,1005.5,
12.9,10.0,17.0,26.9,,190.0,13.9,,1007.9,
11.6,5.7,16.5,0.3,,162.0,11.5,,1017.2,
13.5,11.0,17.0,2.3,,223.0,9.1,,1018.7,
10.0,8.6,12.1,0.0,,7.0,13.0,,1011.7,
11.4,7.6,15.5,6.6,,173.0,19.3,,1004.8,
11.9,10.0,15.0,0.8,,103.0,20.2,,1003.3,
13.2,10.0,17.0,0.8,,60.0,14.7,,1010.2,
13.1,11.0,16.0,0.0,,82.0,13.5,,1012.5,
13.6,9.0,20.0,0.0,,249.0,8.9,,1012.5,
11.4,9.6,14.1,1.5,,170.0,6.8,,1010.6,
10.5,8.0,12.0,10.2,,32.0,12.9,,1022.8,
9.0,4.0,14.0,0.0,,40.0,8.3,,1028.6,
11.6,6.0,17.0,0.0,,194.0,8.1,,1023.4,
13.8,7.0,18.0,0.0,,157.0,12.1,,1013.1,
14.5,,,0.0,,,,,,
14.0,12.0,17.0,0.3,,247.0,24.2,,1008.9,
13.5,12.0,16.0,1.0,,235.0,23.7,,1008.2,
13.4,11.1,16.7,4.3,,264.0,28.4,,1010.9,
13.6,11.0,17.0,2.8,,231.0,27.5,,1004.2,
12.0,10.0,15.0,2.3,,256.0,32.7,,1003.3,
12.4,10.0,17.0,0.3,,268.0,19.3,,1009.9,
11.7,9.0,15.0,6.6,,302.0,11.1,,1018.9,
12.6,6.3,18.0,8.6,,330.0,11.3,,1030.6,
14.7,10.0,20.0,0.0,,,8.9,,1035.5,
15.6,8.1,21.8,0.0,,286.0,4.5,,1032.2,
18.5,13.0,23.0,0.0,,248.0,7.6,,1023.6,
19.3,14.0,24.0,0.0,,,10.5,,1012.6,
19.3,14.0,25.0,0.0,,115.0,17.1,,1003.8,
18.0,16.0,21.0,0.0,,185.0,14.1,,1006.5,
15.6,13.0,19.0,0.0,,134.0,13.5,,1008.6,
14.4,11.8,16.9,7.9,,179.0,14.5,,1001.5,
15.2,13.0,18.0,6.1,,154.0,16.2,,1005.1,
13.2,12.0,17.0,8.6,,156.0,12.7,,1009.3,
14.5,11.0,18.0,5.3,,191.0,14.3,,1016.6,
10.7,7.4,12.4,1.5,,349.0,8.1,,1018.9,
11.9,9.8,13.2,10.9,,338.0,15.6,,1014.6,
13.1,11.0,15.0,9.9,,318.0,11.9,,1011.7,
15.1,13.2,18.2,0.0,,93.0,11.6,,1015.0,
14.3,13.0,16.0,0.0,,60.0,14.6,,1022.9,
14.9,9.0,18.0,0.0,,338.0,7.9,,1025.2,
17.2,14.0,22.0,0.0,,358.0,9.3,,1022.2,
17.3,14.0,21.0,0.3,,249.0,11.0,,1018.3,
16.0,14.0,20.0,0.0,,221.0,13.3,,1012.6,
13.3,9.0,15.0,4.3,,236.0,15.0,,1004.9,
13.9,8.3,19.5,6.4,,258.0,19.8,,1009.8,
16.4,10.0,22.0,0.0,,102.0,18.6,,1013.2,
17.9,15.2,21.4,0.0,,191.0,13.3,,1011.8,
20.2,14.0,25.0,4.3,,211.0,9.4,,1018.2,
20.1,16.0,26.0,0.0,,138.0,12.7,,1015.9,
19.3,16.0,23.0,1.5,,232.0,18.2,,1017.4,
18.1,13.0,22.0,0.0,,268.0,13.0,,1025.8,
19.4,11.9,25.0,0.0,,,,,,
21.0,16.0,25.0,0.0,,352.0,7.9,,1024.6,
18.2,15.0,20.0,5.8,,37.0,13.1,,1024.9,
15.5,13.7,18.2,2.8,,38.0,15.9,,1027.9,
15.2,13.0,17.0,0.0,,9.0,15.3,,1028.0,
16.5,14.0,21.0,0.0,,20.0,17.3,,1027.5,
17.0,14.0,21.0,0.0,,38.0,13.1,,1026.3,
16.8,13.0,22.0,0.3,,25.0,10.0,,1023.1,
17.0,12.0,22.0,0.0,,313.0,7.7,,1022.4,
19.4,15.0,24.0,0.0,,303.0,13.0,,1019.7,
18.9,15.0,24.0,0.0,,120.0,13.3,,1021.2,
19.3,15.0,24.0,0.0,,121.0,6.7,,1022.1,
19.4,16.0,24.0,0.0,,6.0,10.2,,1019.4,
16.3,12.0,20.0,0.0,,52.0,14.2,,1018.3,
16.4,13.0,20.0,0.0,,111.0,13.3,,1015.4,
